Order,Win,Layout,Turn - 0,Turn - 1,Turn - 2,Turn - 3,Turn - 4,Turn - 5,Turn - 6,Turn - 7,Turn - 8,Turn - 9,Turn - 10,Turn - 11
946,1,"3, 5, 8, 5, 7, 4, 6, 8, 3, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 6, 8","4, 7 - 3, 6, 8","4, 7 - 3, 6","4, 7 - 6",4 - 6," - 6"
947,1,"3, 5, 8, 5, 7, 4, 6, 8, 6, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 6, 8","4, 7 - 3, 6, 8","4, 7 - 3, 6","4, 7 - 3",4 - 3," - 3"
948,2,"3, 5, 8, 5, 7, 4, 7, 8, 3, 4, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 6, 8","4, 6 - 3, 6, 8","4, 6 - 3, 6","4, 6 - 6",6 - 6,"6 - "
949,1,"3, 5, 8, 5, 7, 4, 7, 8, 3, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 6, 8","4, 6 - 3, 6, 8","4, 6 - 3, 6","4, 6 - 6",4 - 6," - 6"
950,2,"3, 5, 8, 5, 7, 4, 7, 8, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 6, 8","4, 6 - 3, 6, 8","4, 6 - 3, 6","4, 6 - 3","4, 6 - "
951,1,"3, 5, 8, 5, 7, 6, 7, 8, 3, 4, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 8","4, 6 - 3, 4, 8","4, 6 - 3, 4","4, 6 - 4",6 - 4," - 4"
952,1,"3, 5, 8, 5, 7, 6, 7, 8, 3, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 8","4, 6 - 3, 4, 8","4, 6 - 3, 4","4, 6 - 4",4 - 4," - 4"
953,1,"3, 5, 8, 5, 7, 6, 7, 8, 4, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 8","4, 6 - 3, 4, 8","4, 6 - 3, 4","4, 6 - 3",4 - 3," - 3"
954,1,"3, 5, 8, 5, 7, 8, 3, 4, 6, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 4, 6","6, 7 - 4, 6","6, 7 - 4",6 - 4," - 4"
955,1,"3, 5, 8, 5, 7, 8, 3, 6, 4, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 4, 6","4, 7 - 4, 6","7 - 4, 6",7 - 4," - 4"
956,1,"3, 5, 8, 5, 7, 8, 3, 6, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 4, 6","4, 7 - 4, 6","4 - 4, 6"," - 4, 6"
957,2,"3, 5, 8, 5, 7, 8, 3, 7, 4, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 4, 6","4, 6 - 4, 6","6 - 4, 6",6 - 4,"6 - "
958,1,"3, 5, 8, 5, 7, 8, 3, 7, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 4, 6","4, 6 - 4, 6","4 - 4, 6"," - 4, 6"
959,1,"3, 5, 8, 5, 7, 8, 4, 6, 4, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 3, 6","4, 7 - 3, 6","7 - 3, 6",7 - 3," - 3"
960,1,"3, 5, 8, 5, 7, 8, 4, 6, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 3, 6","4, 7 - 3, 6","4 - 3, 6"," - 3, 6"
961,2,"3, 5, 8, 5, 7, 8, 4, 7, 4, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 3, 6","4, 6 - 3, 6","6 - 3, 6",6 - 3,"6 - "
962,1,"3, 5, 8, 5, 7, 8, 4, 7, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 3, 6","4, 6 - 3, 6","4 - 3, 6"," - 3, 6"
963,1,"3, 5, 8, 5, 7, 8, 6, 7, 4, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 3, 4","4, 6 - 3, 4","6 - 3, 4"," - 3, 4"
964,1,"3, 5, 8, 5, 7, 8, 6, 7, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 8","4, 6, 7 - 3, 4, 6","4, 6, 7 - 3, 4","4, 6 - 3, 4","4 - 3, 4"," - 3, 4"
965,1,"3, 5, 8, 5, 8, 3, 4, 6, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","6, 7 - 4, 6, 7","6, 7 - 4, 7","6 - 4, 7"," - 4, 7"
966,1,"3, 5, 8, 5, 8, 3, 4, 7, 4, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","6, 7 - 4, 6, 7","6, 7 - 4, 6","6, 7 - 6",7 - 6," - 6"
967,1,"3, 5, 8, 5, 8, 3, 4, 7, 4, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","6, 7 - 4, 6, 7","6, 7 - 4, 6","6, 7 - 6",6 - 6," - 6"
968,1,"3, 5, 8, 5, 8, 3, 4, 7, 6, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","6, 7 - 4, 6, 7","6, 7 - 4, 6","6, 7 - 4",6 - 4," - 4"
969,1,"3, 5, 8, 5, 8, 3, 6, 7, 4, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","4, 7 - 4, 6, 7","4, 7 - 4, 6","4, 7 - 6",4 - 6," - 6"
970,1,"3, 5, 8, 5, 8, 3, 6, 7, 6, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","4, 7 - 4, 6, 7","4, 7 - 4, 6","4, 7 - 4",4 - 4," - 4"
971,1,"3, 5, 8, 5, 8, 3, 7, 4, 6, 4, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","4, 6 - 4, 6, 7","6 - 4, 6, 7","6 - 4, 7",6 - 7," - 7"
972,2,"3, 5, 8, 5, 8, 3, 7, 4, 6, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","4, 6 - 4, 6, 7","6 - 4, 6, 7","6 - 4, 7",6 - 4,"6 - "
973,1,"3, 5, 8, 5, 8, 3, 7, 4, 7, 4, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","4, 6 - 4, 6, 7","6 - 4, 6, 7","6 - 4, 6",6 - 6," - 6"
974,2,"3, 5, 8, 5, 8, 3, 7, 4, 7, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","4, 6 - 4, 6, 7","6 - 4, 6, 7","6 - 4, 6",6 - 4,"6 - "
975,2,"3, 5, 8, 5, 8, 3, 7, 6, 7, 4, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","4, 6 - 4, 6, 7","4 - 4, 6, 7","4 - 4, 6",4 - 6,"4 - "
976,2,"3, 5, 8, 5, 8, 3, 7, 6, 7, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 4, 6, 7","4, 6 - 4, 6, 7","4 - 4, 6, 7","4 - 4, 6",4 - 4,"4 - "
977,2,"3, 5, 8, 5, 8, 4, 6, 7, 3, 4, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 6, 7","4, 7 - 3, 6, 7","4, 7 - 3, 6","4, 7 - 6",7 - 6,"7 - "
978,1,"3, 5, 8, 5, 8, 4, 6, 7, 3, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 6, 7","4, 7 - 3, 6, 7","4, 7 - 3, 6","4, 7 - 6",4 - 6," - 6"
979,1,"3, 5, 8, 5, 8, 4, 6, 7, 6, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 6, 7","4, 7 - 3, 6, 7","4, 7 - 3, 6","4, 7 - 3",4 - 3," - 3"
980,1,"3, 5, 8, 5, 8, 4, 7, 4, 6, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 6, 7","4, 6 - 3, 6, 7","6 - 3, 6, 7","6 - 3, 7",6 - 7," - 7"
981,2,"3, 5, 8, 5, 8, 4, 7, 4, 6, 7, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 6, 7","4, 6 - 3, 6, 7","6 - 3, 6, 7","6 - 3, 7",6 - 3,"6 - "
982,1,"3, 5, 8, 5, 8, 4, 7, 4, 7, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 6, 7","4, 6 - 3, 6, 7","6 - 3, 6, 7","6 - 3, 6",6 - 6," - 6"
983,2,"3, 5, 8, 5, 8, 4, 7, 4, 7, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 6, 7","4, 6 - 3, 6, 7","6 - 3, 6, 7","6 - 3, 6",6 - 3,"6 - "
984,1,"3, 5, 8, 5, 8, 4, 7, 6, 7, 3, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 6, 7","4, 6 - 3, 6, 7","4 - 3, 6, 7","4 - 3, 6",4 - 6," - 6"
985,2,"3, 5, 8, 5, 8, 4, 7, 6, 7, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 6, 7","4, 6 - 3, 6, 7","4 - 3, 6, 7","4 - 3, 6",4 - 3,"4 - "
986,1,"3, 5, 8, 5, 8, 6, 7, 4, 7, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 7","4, 6 - 3, 4, 7","6 - 3, 4, 7","6 - 3, 4",6 - 4," - 4"
987,1,"3, 5, 8, 5, 8, 6, 7, 4, 7, 4, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 7","4, 6 - 3, 4, 7","6 - 3, 4, 7","6 - 3, 4",6 - 3," - 3"
988,1,"3, 5, 8, 5, 8, 6, 7, 6, 7, 3, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 7","4, 6 - 3, 4, 7","4 - 3, 4, 7","4 - 3, 4",4 - 4," - 4"
989,2,"3, 5, 8, 5, 8, 6, 7, 6, 7, 4, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 7","4, 6 - 3, 4, 7","4 - 3, 4, 7","4 - 3, 4",4 - 3,"4 - "
990,1,"3, 5, 8, 5, 8, 7, 3, 4, 6, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 6","4, 6, 7 - 4, 6","6, 7 - 4, 6","6, 7 - 4",6 - 4," - 4"
991,1,"3, 5, 8, 5, 8, 7, 3, 6, 4, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 6","4, 6, 7 - 4, 6","4, 7 - 4, 6","7 - 4, 6",7 - 4," - 4"
992,1,"3, 5, 8, 5, 8, 7, 3, 6, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 6","4, 6, 7 - 4, 6","4, 7 - 4, 6","4 - 4, 6"," - 4, 6"
993,2,"3, 5, 8, 5, 8, 7, 3, 7, 4, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 6","4, 6, 7 - 4, 6","4, 6 - 4, 6","6 - 4, 6",6 - 4,"6 - "
994,1,"3, 5, 8, 5, 8, 7, 3, 7, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 6","4, 6, 7 - 4, 6","4, 6 - 4, 6","4 - 4, 6"," - 4, 6"
995,1,"3, 5, 8, 5, 8, 7, 4, 6, 4, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 6","4, 6, 7 - 3, 6","4, 7 - 3, 6","7 - 3, 6",7 - 3," - 3"
996,1,"3, 5, 8, 5, 8, 7, 4, 6, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 6, 7, 8","4, 5, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7, 8","4, 6, 7 - 3, 4, 6, 7","4, 6, 7 - 3, 4, 6","4, 6, 7 - 3, 6","4, 7 - 3, 6","4 - 3, 6"," - 3, 6"
